"","gsl","states","entities","sumlevel","program_label","program","sub_program","name","code","total_units","pct_occupied","number_reported","pct_reported","months_since_report","pct_movein","people_per_unit","people_total","rent_per_month","spending_per_month","hh_income","person_income","pct_lt5k","pct_5k_lt10k","pct_10k_lt15k","pct_15k_lt20k","pct_ge20k","pct_wage_major","pct_welfare_major","pct_other_major","pct_median","pct_lt50_median","pct_lt30_median","pct_2adults","pct_1adult","pct_female_head","pct_female_head_child","pct_disabled_lt62","pct_disabled_ge62","pct_disabled_all","pct_lt24_head","pct_age25_50","pct_age51_61","pct_age62plus","pct_age85plus","pct_minority","pct_black_nonhsp","pct_native_american_nonhsp","pct_asian_pacific_nonhsp","pct_white_nothsp","pct_black_hsp","pct_wht_hsp","pct_oth_hsp","pct_hispanic","pct_multi","months_waiting","months_from_movein","pct_utility_allow","ave_util_allow","pct_bed1","pct_bed2","pct_bed3","pct_overhoused","tpoverty","tminority","tpct_ownsfd","fedhse","cbsa","place","latitude","longitude","state","pha_total_units","ha_size","Quarter"
"4752","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038102",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 038102","34039038102",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","51810","NA","NA","NJ","NA","NA",2021-12-31
"4753","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038201",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038201","34039038201",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4754","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038201",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038201","34039038201",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4755","Census tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038202",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038202","34039038202",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NA","NA","NA","NA","NA","NJ","NA","NA",2021-12-31
"4756","Census tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038300",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038300","34039038300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NA","NA","NA","NA","NA","NJ","NA","NA",2021-12-31
"4757","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038400",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038400","34039038400",16,87,14,100,5,14,1.1,15,368,1039,14963,13965,-1,29,14,43,14,29,-1,71,20,100,86,-1,7,64,7,88,33,60,-1,21,36,43,-1,71,43,7,14,29,-1,7,-1,7,0,69,118,93,80,93,-1,7,7,5,42,72,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4758","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038400",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038400","34039038400",16,87,14,100,5,14,1.1,15,368,1039,14963,13965,-1,29,14,43,14,29,-1,71,20,100,86,-1,7,64,7,88,33,60,-1,21,36,43,-1,71,43,7,14,29,-1,7,-1,7,0,69,118,93,80,93,-1,7,7,5,42,72,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4759","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038500",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038500","34039038500",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4760","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038500",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038500","34039038500",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4761","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038601",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038601","34039038601",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4762","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038601",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038601","34039038601",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4763","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038602",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038602","34039038602",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4764","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038602",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038602","34039038602",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"4765","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038700",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038700","34039038700",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","22860","NA","NA","NJ","NA","NA",2021-12-31
"4766","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038700",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038700","34039038700",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","22860","NA","NA","NJ","NA","NA",2021-12-31
"4767","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038700",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 038700","34039038700",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","22860","NA","NA","NJ","NA","NA",2021-12-31
"4768","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038800",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038800","34039038800",94,83,72,92,5,3,1.7,123,457,941,19248,11267,3,14,32,13,38,36,-1,60,23,94,75,-1,22,69,19,35,70,28,1,39,28,32,1,94,89,1,1,6,1,1,-1,3,0,69,145,100,64,58,38,4,8,14,94,55,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4769","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038800",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038800","34039038800",94,83,72,92,5,3,1.7,123,457,941,19248,11267,3,14,32,13,38,36,-1,60,23,94,75,-1,22,69,19,35,70,28,1,39,28,32,1,94,89,1,1,6,1,1,-1,3,0,69,145,100,64,58,38,4,8,14,94,55,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4770","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038900",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 038900","34039038900",301,88,260,98,6,11,1.6,420,421,1110,17501,10834,12,15,24,13,35,23,0,75,22,95,75,-1,20,79,18,17,28,17,1,27,21,51,5,94,64,0,1,3,2,21,6,28,1,-1,116,98,71,61,28,10,9,24,94,20,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4771","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038900",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 038900","34039038900",137,82,102,91,6,-1,1.7,177,522,933,21125,12174,4,11,24,16,45,28,-1,70,26,91,66,-1,20,83,18,27,45,28,1,24,24,52,3,95,79,-1,2,5,2,12,-1,14,0,-1,139,96,94,50,37,13,18,24,94,20,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4772","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038900",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 038900","34039038900",107,91,102,100,6,21,1.8,184,330,1371,13933,7724,28,18,19,7,28,28,1,67,17,98,80,-1,31,80,27,12,48,12,2,45,29,24,1,96,45,-1,-1,1,1,39,11,51,1,-1,96,100,69,51,35,14,6,24,94,20,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4773","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039038900",7,"202/PRAC",8,"NA","NJ New Jersey Union County 038900","34039038900",57,96,56,100,6,14,1.1,59,404,1009,17398,16514,-1,18,32,18,32,2,-1,98,23,95,80,-1,-1,70,-1,-1,2,2,-1,-1,-1,100,16,89,71,2,2,2,2,5,7,14,2,-1,109,100,35,100,-1,-1,-1,24,94,20,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4774","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039000",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039000","34039039000",283,96,267,98,8,8,1.4,370,340,898,14741,10637,2,23,38,18,19,9,-1,86,19,98,87,0,12,62,12,18,65,42,1,13,7,79,11,92,67,-1,0,7,1,22,1,25,1,12,108,22,133,82,10,9,6,28,97,25,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4775","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039000",7,"Public Housing",2,"NA","NJ New Jersey Union County 039000","34039039000",219,97,207,98,8,10,1.1,224,330,777,14548,13444,0,24,41,19,16,3,-1,97,19,99,89,-1,-1,54,-1,100,67,65,-1,-1,2,98,14,91,63,-1,0,9,2,26,-1,28,0,12,99,-1,-1,100,-1,-1,-1,28,97,25,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4776","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039000",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039000","34039039000",22,82,16,90,5,-1,2.6,41,473,924,19001,7415,13,13,33,7,33,44,-1,50,20,94,75,-1,69,88,63,13,-1,12,13,63,19,6,-1,100,94,-1,-1,-1,-1,-1,6,6,6,-1,92,88,137,25,25,50,13,28,97,25,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4777","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039000",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 039000","34039039000",42,99,44,100,8,2,2.4,105,339,1500,14099,5908,9,24,18,15,33,27,-1,48,15,98,82,2,48,91,48,11,17,6,2,55,30,14,-1,93,75,-1,-1,2,-1,16,2,18,0,-1,159,100,132,16,50,34,30,28,97,25,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4778","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039100",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039100","34039039100",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4779","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039100",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039100","34039039100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4780","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039100",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 039100","34039039100",5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4781","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039200",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039200","34039039200",72,82,54,91,6,4,2,106,583,933,23458,11950,2,19,26,2,51,39,-1,59,27,94,63,-1,39,76,37,23,67,22,2,37,33,28,-1,87,78,-1,-1,13,-1,9,-1,9,0,10,137,96,75,46,33,20,11,18,89,30,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4782","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039200",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039200","34039039200",72,82,54,91,6,4,2,106,583,933,23458,11950,2,19,26,2,51,39,-1,59,27,94,63,-1,39,76,37,23,67,22,2,37,33,28,-1,87,78,-1,-1,13,-1,9,-1,9,0,10,137,96,75,46,33,20,11,18,89,30,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4783","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039300",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039300","34039039300",281,89,246,98,7,9,2.3,557,456,980,19140,8453,7,18,19,15,41,38,2,52,22,92,75,1,44,82,43,20,35,13,4,47,27,21,1,94,76,0,0,5,3,11,3,17,1,19,128,52,94,24,50,26,21,37,98,7,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4784","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039300",7,"Public Housing",2,"NA","NJ New Jersey Union County 039300","34039039300",126,91,115,100,7,9,2.6,294,472,777,20184,7895,9,21,18,16,36,43,5,50,22,89,77,1,52,82,50,22,27,14,3,50,30,18,2,96,82,-1,-1,4,5,5,3,14,1,38,157,-1,-1,13,52,35,23,37,98,7,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4785","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039300",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039300","34039039300",102,82,75,90,5,12,1.8,132,500,928,20277,11521,4,15,18,21,42,33,-1,63,25,93,68,-1,29,73,27,26,36,18,8,33,25,33,-1,92,83,-1,1,8,1,7,-1,8,1,6,87,95,70,45,36,19,17,37,98,7,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4786","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039300",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 039300","34039039300",54,99,56,100,8,5,2.3,131,363,1500,15474,6615,5,16,26,2,51,34,-1,41,18,98,79,2,46,93,48,10,57,8,4,61,25,11,-1,93,54,2,-1,4,2,30,5,38,2,-1,125,100,123,20,64,16,21,37,98,7,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4787","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039400",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039400","34039039400",115,82,85,90,5,2,2.5,212,573,930,24240,9719,4,11,17,18,50,33,1,62,27,87,72,1,46,93,47,19,42,12,2,47,20,31,-1,99,95,1,-1,1,-1,2,-1,2,0,11,102,95,85,29,36,34,12,17,96,47,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4788","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039400",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039400","34039039400",115,82,85,90,5,2,2.5,212,573,930,24240,9719,4,11,17,18,50,33,1,62,27,87,72,1,46,93,47,19,42,12,2,47,20,31,-1,99,95,1,-1,1,-1,2,-1,2,0,11,102,95,85,29,36,34,12,17,96,47,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4789","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039500",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039500","34039039500",64,83,49,92,5,6,2.6,129,528,945,21586,8199,-1,13,22,11,53,41,2,49,24,94,69,4,45,96,49,17,38,9,2,55,27,16,2,96,69,-1,-1,4,2,20,4,27,0,3,130,94,119,18,45,37,18,19,98,55,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4790","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039500",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039500","34039039500",64,83,49,92,5,6,2.6,129,528,945,21586,8199,-1,13,22,11,53,41,2,49,24,94,69,4,45,96,49,17,38,9,2,55,27,16,2,96,69,-1,-1,4,2,20,4,27,0,3,130,94,119,18,45,37,18,19,98,55,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4791","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039600",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039600","34039039600",182,96,173,99,7,9,1.2,211,379,956,16514,13540,2,16,41,18,23,7,1,91,21,97,85,1,7,57,8,59,7,13,-1,8,8,84,6,88,65,-1,2,6,1,1,19,21,0,-1,103,98,111,92,6,2,1,23,91,50,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4792","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039600",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039600","34039039600",24,82,18,91,6,-1,2.4,44,587,932,26554,10863,-1,6,38,19,38,50,-1,39,28,83,67,6,67,94,72,31,-1,16,-1,61,28,11,-1,100,89,-1,-1,-1,6,-1,6,11,0,-1,141,100,70,22,61,17,11,23,91,50,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4793","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039600",7,"Project Based Section 8",5,"NA","NJ New Jersey Union County 039600","34039039600",154,98,152,100,7,10,1.1,164,357,970,15433,14304,2,17,41,18,22,2,1,97,20,99,87,-1,-1,53,-1,100,6,11,-1,1,5,94,7,87,63,-1,2,7,1,1,20,22,0,-1,99,100,116,100,-1,-1,-1,23,91,50,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4794","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039600",7,"811/PRAC",9,"NA","NJ New Jersey Union County 039600","34039039600",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4795","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039700",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039700","34039039700",211,81,153,89,7,4,1.3,198,428,912,18331,14165,1,14,33,18,33,11,-1,89,23,97,76,1,9,67,10,23,33,25,-1,11,6,83,8,82,54,1,-1,18,-1,27,1,28,0,16,91,18,71,86,9,5,3,19,83,56,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4796","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039700",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039700","34039039700",207,81,149,89,7,4,1.3,194,432,920,18504,14212,1,14,32,18,34,11,-1,89,24,97,76,1,9,69,10,13,33,23,-1,10,5,85,9,83,54,1,-1,17,-1,28,1,29,0,16,91,18,71,85,9,5,3,19,83,56,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4797","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039700",7,"811/PRAC",9,"NA","NJ New Jersey Union County 039700","34039039700",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","59190","NA","NA","NJ","NA","NA",2021-12-31
"4798","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039800",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039800","34039039800",146,85,132,100,6,7,2.7,361,381,1106,15387,5626,12,26,17,16,29,27,1,65,16,97,86,1,58,92,57,29,74,19,2,63,21,14,1,99,72,-1,-1,1,2,25,-1,27,1,44,132,94,128,11,39,49,19,32,80,8,"NA","35620","21000","NA","NA","NJ","NA","NA",2021-12-31
"4799","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039800",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039800","34039039800",146,85,132,100,6,7,2.7,361,381,1106,15387,5626,12,26,17,16,29,27,1,65,16,97,86,1,58,92,57,29,74,19,2,63,21,14,1,99,72,-1,-1,1,2,25,-1,27,1,44,132,94,128,11,39,49,19,32,80,8,"NA","35620","21000","NA","NA","NJ","NA","NA",2021-12-31
"4800","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039900",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 039900","34039039900",91,96,88,100,6,8,1.4,121,389,546,16395,11924,3,10,48,14,25,10,1,89,21,95,82,-1,9,74,9,47,5,12,-1,11,6,83,24,91,16,-1,-1,9,3,65,7,75,0,2,130,100,49,84,11,5,5,34,83,3,"NA","35620","21000","NA","NA","NJ","NA","NA",2021-12-31
"4801","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039900",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 039900","34039039900",21,86,19,100,4,5,2.1,40,495,1105,19859,9433,5,16,21,21,37,37,-1,63,23,89,68,-1,42,84,42,47,75,33,-1,53,26,21,-1,89,63,-1,-1,11,-1,26,-1,26,0,2,138,100,102,26,53,21,21,34,83,3,"NA","35620","21000","NA","NA","NJ","NA","NA",2021-12-31
"4802","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039039900",7,"202/PRAC",8,"NA","NJ New Jersey Union County 039900","34039039900",70,98,69,100,7,9,1.2,81,360,403,15441,13154,3,9,55,12,22,3,1,96,20,97,86,-1,-1,71,-1,-1,1,2,-1,-1,-1,100,30,91,3,-1,-1,9,4,75,9,88,0,-1,128,100,35,100,-1,-1,-1,34,83,3,"NA","35620","21000","NA","NA","NJ","NA","NA",2021-12-31
"4803","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039999999",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Union County 999999","34039999999",606,96,547,94,7,3,2.3,1237,331,754,14698,6500,18,22,23,13,24,29,1,63,17,96,84,1,44,85,43,18,47,14,3,54,21,22,1,98,71,-1,1,2,3,18,6,27,1,70,149,79,58,27,57,16,18,15,82,11,"NA","35620","79040","NA","NA","NJ","NA","NA",2021-12-31
"4804","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039999999",7,"Public Housing",2,"NA","NJ New Jersey Union County 999999","34039999999",555,97,512,95,7,3,2.3,1185,322,736,14444,6241,18,22,23,12,24,29,1,63,17,96,85,2,45,86,45,17,47,13,3,56,21,21,0,98,71,-1,1,2,2,18,6,26,1,65,152,79,57,24,59,17,19,15,84,8,"NA","35620","79040","NA","NA","NJ","NA","NA",2021-12-31
"4805","Census Tract","NJ New Jersey","NJ New Jersey 039 Union County 34039999999",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Union County 999999","34039999999",26,82,21,100,5,10,1.7,35,469,1013,19207,11524,5,25,20,20,30,33,-1,62,24,95,71,-1,33,76,29,50,67,43,-1,29,29,43,5,95,81,-1,-1,5,-1,14,-1,14,0,116,86,76,92,57,43,-1,5,15,75,40,"NA","35620","79040","NA","NA","NJ","NA","NA",2021-12-31
